date, pm25, pm10, o3, no2, so2, co
2023/8/29, 57, 31, 53, 10, 7, 7
2023/8/30, 53, 27, 51, 13, 4, 6
2023/8/31, 48, 32, 40, 10, 5, 6
2023/9/1, 60, 30, 52, 11, 5, 6
2023/9/2, 52, 30, 58, 13, 5, 7
2023/9/3, 57, 35, 52, 12, 3, 6
2023/9/4, 61, 40, 48, 11, 4, 5
2023/9/5, 70, 36, 47, 10, 3, 4
2023/9/6, 63, 37, 60, 10, 5, 5
2023/9/7, 63, 36, 45, 10, 4, 6
2023/9/8, 67, 37, 21, 16, 6, 7
2023/9/9, 64, 20, 31, 8, 4, 6
2023/9/10, 35, 21, 38, 5, 3, 3
2023/9/11, 31, 17, 43, 8, 3, 4
2023/9/12, 32, 23, 46, 6, 4, 4
2023/9/13, 40, 32, 27, 12, 6, 5
2023/9/14, 43, 39, 36, 14, 6, 7
2023/9/15, 67, 43, 40, 16, 6, 8
2023/9/16, 73, 44, 27, 18, 3, 7
2023/9/17, 80, 25, 26, 11, 3, 6
2023/9/18, 47, 17, 40, 9, 3, 5
2023/9/19, 43, 13, 41, 3, 2, 3
2023/9/20, 37, 17, 39, 4, 2, 3
2023/9/21, 30, 22, 28, 7, 2, 3
2023/9/22, 41, 19, 34, 4, 2, 3
2023/9/23, 31, 16, 29, 5, 2, 3
2023/9/24, 29, 19, 24, 7, 2, 4
2023/9/25, 30, 18, 22, 8, 2, 5
2023/9/26, 36, 23, 16, 12, 3, 5
2023/9/27, 32, 25, 31, 6, 2, 6
2023/9/28, 29, 21, 31, 6, 2, 5
2023/9/29, 33, 25, 27, 7, 3, 6
2023/9/30, 42, 25, 29, 5, 2, 4
2023/4/1, 104, 49, 30, 18, 6, 7
2023/4/2, 86, 26, 37, 2, 3, 2
2023/4/3, 46, 27, 39, 4, 3, 4
2023/4/4, 48, 34, 30, 3, 3, 4
2023/4/5, 60, 101, 41, 5, 2, 3
2023/4/6, 128, 76, 42, 15, 7, 5
2023/4/7, 114, 73, 40, 16, 5, 4
2023/4/8, 104, 68, 46, 17, 5, 4
2023/4/9, 99, 68, 64, 21, 6, 7
2023/4/10, 114, 90, 61, 21, 4, 7
2023/4/11, 133, 61, 43, 21, 6, 7
2023/4/12, 101, 43, 39, 13, 4, 7
2023/4/13, 76, 61, 42, 9, 3, 4
2023/4/14, 78, 61, 55, 14, 4, 5
2023/4/15, 79, 59, 76, 14, 6, 4
2023/4/16, 99, 56, 55, 17, 5, 6
2023/4/17, 88, 61, 57, 14, 5, 6
2023/4/18, 83, 46, 49, 15, 7, 7
2023/4/19, 78, 330, 34, 12, 4, 6
2023/4/20, 202, 80, 25, 3, 2, 3
2023/4/21, 87, 22, 26, 3, 2, 4
2023/4/22, 38, 19, 27, 3, 1, 4
2023/4/23, 40, 23, 31, 4, , 5
2023/4/24, 37, 34, 41, 7, 5, 6
2023/4/25, 47, 45, 49, 8, 4, 4
2023/4/26, 67, 51, 48, 19, 4, 4
2023/4/27, 76, 83, 47, 5, 3, 1
2023/4/28, 93, 78, 49, 11, 5, 2
2023/4/29, 95, 64, 60, 11, 3, 2
2023/4/30, 87, 63, 39, 20, 6, 6
2023/5/1, 109, 57, 32, 12, 4, 6
2023/5/2, 90, 47, 37, 11, 3, 5
2023/5/3, 75, 56, 41, 7, 2, 4
2023/5/4, 80, 67, 38, 9, 2, 3
2023/5/5, 91, 30, 40, 6, 1, 3
2023/5/6, 51, 25, 28, 7, 2, 3
2023/5/7, 41, 22, 32, 7, 1, 4
2023/5/8, 45, 20, 24, 12, 2, 5
2023/5/9, 50, 24, 36, 11, 2, 3
2023/5/10, 46, 42, 46, 14, 2, 3
2023/5/11, 58, 50, 54, 19, 3, 4
2023/5/12, 68, 55, 77, 15, 4, 4
2023/5/13, 92, 56, 75, 10, 4, 4
2023/5/14, 108, 58, 75, 11, 4, 6
2023/5/15, 120, 57, 67, 14, 6, 7
2023/5/16, 124, 63, 47, 13, 6, 6
2023/5/17, 98, 37, 52, 5, 3, 5
2023/5/18, 64, 51, 59, 6, 4, 7
2023/5/19, 108, 48, 50, 6, 4, 6
2023/5/20, 103, 48, 37, 7, 3, 6
2023/5/21, 80, 27, 46, 4, 3, 4
2023/5/22, 45, 34, 46, 6, 4, 6
2023/5/23, 60, 37, 31, 7, 4, 5
2023/5/24, 65, 32, 33, 8, 4, 5
2023/5/25, 64, 24, 35, 6, 3, 3
2023/5/26, 46, 22, 25, 7, 3, 5
2023/5/27, 38, 16, 26, 6, 3, 4
2023/5/28, 34, 19, 43, 5, 4, 4
2023/5/29, 38, 24, 41, 5, 3, 5
2023/5/30, 40, 27, 40, 8, 3, 7
2023/5/31, 45, 21, 39, 4, 3, 5
2023/6/1, 37, 17, 40, 4, 3, 4
2023/6/2, 36, 15, 37, 5, 3, 4
2023/6/3, 32, 19, 41, 5, 2, 3
2023/6/4, 33, 28, 51, 9, 4, 4
2023/6/5, 41, 29, 56, 12, 6, 5
2023/6/6, 53, 40, 55, 10, 6, 4
2023/6/7, 68, 36, 54, 7, 5, 5
2023/6/8, 74, 53, 65, 8, 7, 7
2023/6/9, 107, 54, 84, 12, 6, 6
2023/6/10, 103, 45, 81, 9, 8, 6
2023/6/11, 83, 35, 62, 7, 6, 4
2023/6/12, 60, 30, 59, 5, 4, 3
2023/6/13, 53, 35, 56, 9, 9, 6
2023/6/14, 70, 37, 40, 8, 4, 4
2023/6/15, 72, 34, 28, 11, 14, 6
2023/6/16, 63, 27, 23, 9, 13, 6
2023/6/17, 61, 44, 41, 6, 7, 5
2023/6/18, 70, 56, 42, 11, 5, 5
2023/6/19, 98, 55, 36, 14, 8, 5
2023/6/20, 93, 41, 41, 11, 6, 4
2023/6/21, 68, 32, 54, 10, 7, 5
2023/6/22, 56, 37, 51, 5, 7, 4
2023/6/23, 63, 33, 49, 8, 7, 6
2023/6/24, 59, 27, 58, 7, 6, 5
2023/6/25, 55, 35, 51, 10, 11, 6
2023/6/26, 77, 44, 41, 15, 8, 8
2023/6/27, 68, 37, 33, 10, 7, 7
2023/6/28, 66, 39, 56, 8, 7, 4
2023/6/29, 56, 36, 67, 6, 6, 5
2023/6/30, 59, 42, 40, 9, 6, 7
2023/1/2, 119, 66, 8, 19, 3, 11
2023/1/3, 131, 79, 5, 19, 5, 13
2023/1/4, 157, 68, 15, 16, 4, 11
2023/1/5, 151, 66, 22, 20, 5, 13
2023/1/6, 142, 76, 26, 17, 4, 10
2023/1/7, 160, 78, 21, 18, 7, 11
2023/1/8, 157, 84, 16, 20, 8, 13
2023/1/9, 164, 100, 4, 20, 4, 19
2023/1/10, 175, 105, 10, 23, 7, 16
2023/1/11, 179, 105, 20, 21, 4, 13
2023/1/12, 179, 164, 31, 9, 3, 8
2023/1/13, 169, 113, 30, 2, 2, 2
2023/1/14, 127, 74, 35, 5, 2, 4
2023/1/15, 94, 71, 34, 13, 3, 6
2023/1/16, 100, 78, 42, 10, 2, 6
2023/1/17, 118, 75, 37, 9, 5, 6
2023/1/18, 145, 74, 38, 13, 5, 8
2023/1/19, 151, 81, 29, 15, 7, 9
2023/1/20, 160, 76, 27, 10, 4, 9
2023/1/21, 154, 102, 32, 7, 4, 9
2023/1/22, 179, 72, 36, 3, 3, 6
2023/1/23, 122, 80, 33, 3, 2, 6
2023/1/24, 102, 78, 24, 7, 5, 9
2023/1/25, 138, 67, 36, 6, 2, 6
2023/1/26, 105, 60, 36, 7, 2, 4
2023/1/27, 75, 61, 36, 10, 6, 7
2023/1/28, 93, 63, 49, 14, 4, 8
2023/1/29, 118, 80, 47, 23, 5, 10
2023/1/30, 155, 80, 46, 26, 9, 13
2023/1/31, 157, 67, 39, 23, 4, 11
2023/2/1, 150, 68, 48, 13, 3, 7
2023/2/2, 138, 82, 47, 20, 6, 9
2023/2/3, 160, 76, 35, 23, 5, 11
2023/2/4, 158, 73, 30, 24, 8, 10
2023/2/5, 150, 70, 44, 22, 6, 11
2023/2/6, 147, 72, 28, 23, 7, 11
2023/2/7, 152, 54, 28, 17, 2, 10
2023/2/8, 125, 44, 39, 11, 2, 9
2023/2/9, 88, 49, 20, 18, 4, 11
2023/2/10, 103, 49, 17, 17, 4, 10
2023/2/11, 101, 47, 29, 6, 2, 8
2023/2/12, 79, 41, 30, 5, 1, 6
2023/2/13, 75, 40, 37, 9, 3, 7
2023/2/14, 75, 39, 22, 12, 5, 10
2023/2/15, 80, 46, 20, 13, 4, 10
2023/2/16, 96, 47, 20, 13, 8, 9
2023/2/17, 106, 53, 39, 11, 7, 8
2023/2/18, 107, 54, 38, 16, 4, 6
2023/2/19, 72, 65, 25, 21, 8, 9
2023/2/20, 130, 33, 22, 12, 3, 5
2023/2/21, 73, 27, 28, 9, 4, 6
2023/2/22, 60, 37, 19, 13, 4, 6
2023/2/23, 76, 55, 34, 16, 8, 10
2023/2/24, 94, 69, 30, 21, 10, 10
2023/2/25, 127, 67, 28, 22, 7, 9
2023/2/26, 131, 71, 30, 17, 4, 9
2023/2/27, 152, 76, 38, 15, 3, 7
2023/2/28, 123, 62, 37, 12, 3, 5
2023/3/1, 79, 66, 26, 18, 5, 7
2023/3/2, 116, 64, 40, 17, 7, 7
2023/3/3, 102, 68, 47, 20, 7, 6
2023/3/4, 109, 61, 53, 16, 6, 6
2023/3/5, 111, 67, 40, 25, 8, 8
2023/3/6, 126, 54, 40, 14, 12, 8
2023/3/7, 104, 48, 46, 17, 10, 7
2023/3/8, 92, 56, 53, 12, 8, 7
2023/3/9, 118, 63, 38, 20, 7, 8
2023/3/10, 124, 129, 37, 12, 5, 3
2023/3/11, 110, 82, 39, 6, 2, 3
2023/3/12, 90, 65, 39, 9, 6, 5
2023/3/13, 87, 57, 44, 17, 8, 5
2023/3/14, 92, 82, 38, 22, 10, 6
2023/3/15, 107, 29, 45, 6, 2, 3
2023/3/16, 56, 26, 39, 6, 1, 5
2023/3/17, 49, 28, 35, 9, 2, 5
2023/3/18, 56, 31, 23, 12, 3, 5
2023/3/19, 66, 35, 35, 13, 6, 7
2023/3/20, 60, 37, 44, 14, 7, 6
2023/3/21, 63, 118, 37, 5, 2, 3
2023/3/22, 143, 34, 35, 5, 2, 3
2023/3/23, 61, 39, 32, 4, 2, 3
2023/3/24, 61, 33, 36, 6, 2, 4
2023/3/25, 52, 41, 31, 11, 3, 4
2023/3/26, 63, 48, 38, 10, 4, 4
2023/3/27, 62, 45, 31, 10, 3, 6
2023/3/28, 74, 48, 37, 10, 4, 5
2023/3/29, 70, 52, 35, 11, 6, 5
2023/3/30, 82, 56, 36, 15, 5, 6
2023/3/31, 81, 64, 37, 21, 12, 8
2022/10/1, 40, 33, 3, 8, 7, 10
2022/10/2, 50, 36, 25, 4, 4, 7
2022/10/3, 67, 20, 24, 2, 4, 5
2022/10/4, 43, 12, 22, 2, 4, 4
2022/10/5, 33, 14, 17, 5, 3, 5
2022/10/6, 32, 12, 10, 5, 3, 5
2022/10/7, 34, 16, 24, 5, 3, 5
2022/10/8, 38, 46, 26, 7, 2, 3
2022/10/9, 64, 39, 18, 7, 2, 4
2022/10/10, 61, 46, 18, 8, 6, 6
2022/10/11, 75, 54, 6, 12, 7, 7
2022/10/12, 95, 36, 15, 10, 7, 5
2022/10/13, 76, 32, 28, 12, 3, 4
2022/10/14, 55, 43, 25, 14, 4, 5
2022/10/15, 71, 47, 33, 13, 4, 5
2022/10/16, 68, 52, 32, 17, 6, 6
2022/10/17, 73, 46, 45, 14, 4, 5
2022/10/18, 72, 44, 45, 17, 6, 5
2022/10/19, 86, 43, 49, 17, 4, 5
2022/10/20, 82, 45, 43, 16, 6, 6
2022/10/21, 80, 47, 44, 15, 6, 6
2022/10/22, 87, 51, 36, 17, 6, 8
2022/10/23, 96, 53, 26, 14, 6, 6
2022/10/24, 97, 44, 21, 9, 5, 6
2022/10/25, 96, 25, 26, 9, 4, 6
2022/10/26, 65, 24, 15, 11, 5, 6
2022/10/27, 55, 14, 22, 8, 3, 4
2022/10/28, 45, 13, 15, 7, 4, 5
2022/10/29, 41, 14, 24, 6, 5, 6
2022/10/30, 45, 24, 27, 9, 5, 5
2022/10/31, 45, 41, 30, 12, 3, 7
2022/11/1, 63, 42, 24, 12, 3, 7
2022/11/2, 70, 39, 31, 5, 1, 4
2022/11/3, 66, 48, 24, 9, 2, 7
2022/11/4, 76, 55, 19, 15, 4, 8
2022/11/5, 92, 50, 26, 10, 3, 7
2022/11/6, 109, 40, 12, 12, 3, 8
2022/11/7, 81, 40, 15, 12, 2, 8
2022/11/8, 83, 46, 12, 13, 2, 8
2022/11/9, 90, 43, 3, 11, 3, 9
2022/11/10, 85, 49, 31, 8, 2, 9
2022/11/11, 95, 34, 32, 2, 1, 8
2022/11/12, 57, 29, 30, 4, 1, 2
2022/11/13, 55, 28, 25, 8, 4, 4
2022/11/14, 46, 49, 22, 12, 3, 5
2022/11/15, 62, 50, 27, 12, 2, 5
2022/11/16, 74, 63, 10, 17, 7, 8
2022/11/17, 94, 38, 25, 11, 2, 5
2022/11/18, 69, 48, 24, 12, 4, 6
2022/11/19, 62, 55, 24, 13, 4, 7
2022/11/20, 81, 51, 28, 6, 2, 4
2022/11/21, 81, 47, 27, 12, 1, 4
2022/11/22, 66, 47, 12, 17, 8, 8
2022/11/23, 78, 52, 5, 13, 10, 10
2022/11/24, 92, 53, 15, 14, 3, 9
2022/11/25, 89, 59, 5, 16, 6, 9
2022/11/26, 107, 62, 16, 17, 6, 10
2022/11/27, 122, 54, 27, 4, 3, 5
2022/11/28, 85, 73, 26, 3, 2, 4
2022/11/29, 99, 63, 21, 3, 2, 4
2022/11/30, 88, 56, 20, 5, 3, 6
2022/12/1, 88, 48, 10, 10, 3, 6
2022/12/2, 84, 51, 9, 13, 2, 7
2022/12/3, 95, 60, 26, 12, 2, 7
2022/12/4, 108, 66, 21, 15, 2, 6
2022/12/5, 105, 73, 15, 17, 4, 8
2022/12/6, 124, 67, 10, 18, 3, 8
2022/12/7, 122, 58, 15, 16, 4, 8
2022/12/8, 111, 59, 15, 15, 4, 8
2022/12/9, 124, 71, 23, 17, 2, 8
2022/12/10, 133, 69, 27, 14, 3, 9
2022/12/11, 132, 127, 25, 10, 2, 6
2022/12/12, 152, 102, 23, 17, 4, 8
2022/12/13, 150, 81, 18, 17, 5, 10
2022/12/14, 136, 71, 12, 15, 3, 9
