date, pm25, pm10, o3, no2, so2, co
2023/6/21, 67, 26, 55, 8, 3, 3
2023/6/22, 65, 37, 64, 10, 4, 4
2023/6/23, 80, 50, 82, 13, 3, 5
2023/6/24, 97, 52, 90, 16, 6, 5
2023/6/25, 103, 51, 103, 18, 4, 5
2023/6/26, 99, 56, 110, 14, 4, 6
2023/6/27, 115, 44, 57, 7, 2, 5
2023/6/28, 97, 42, 45, 9, 2, 4
2023/6/29, 77, 39, 38, 11, 2, 4
2023/6/30, 76, 48, 63, 11, 5, 5
2023/1/2, 154, 69, 18, 16, 4, 6
2023/1/3, 159, 75, 10, 18, 4, 7
2023/1/4, 168, 63, 32, 16, 4, 6
2023/1/5, 158, 73, 36, 22, 5, 7
2023/1/6, 164, 80, 29, 24, 4, 8
2023/1/7, 169, 102, 17, 26, 5, 9
2023/1/8, 190, 111, 10, 29, 6, 10
2023/1/9, 195, 120, 18, 28, 5, 10
2023/1/10, 209, 112, 26, 18, 4, 8
2023/1/11, 198, 98, 38, 21, 4, 8
2023/1/12, 187, 99, 30, 24, 4, 9
2023/1/13, 187, 97, 24, 9, 3, 4
2023/1/14, 127, 71, 22, 11, 3, 3
2023/1/15, 98, 70, 19, 11, 4, 4
2023/1/16, 123, 69, 26, 13, 4, 4
2023/1/17, 136, 71, 28, 14, 4, 4
2023/1/18, 148, 79, 38, 12, 4, 5
2023/1/19, 160, 79, 24, 15, 4, 6
2023/1/20, 167, 92, 17, 13, 4, 7
2023/1/21, 185, 92, 34, 10, 5, 5
2023/1/22, 187, 86, 28, 12, 5, 6
2023/1/23, 179, 88, 21, 11, 4, 6
2023/1/24, 175, 75, 25, 8, 5, 4
2023/1/25, 139, 87, 20, 13, 4, 5
2023/1/26, 163, 85, 27, 11, 4, 6
2023/1/27, 167, 75, 30, 15, 4, 6
2023/1/28, 161, 70, 35, 17, 5, 5
2023/1/29, 153, 79, 46, 23, 4, 6
2023/1/30, 163, 87, 46, 27, 5, 8
2023/1/31, 174, 96, 51, 25, 5, 9
2023/2/1, 182, 117, 17, 31, 5, 11
2023/2/2, 202, 118, 42, 23, 5, 10
2023/2/3, 210, 108, 50, 20, 4, 9
2023/2/4, 200, 118, 35, 20, 5, 10
2023/2/5, 212, 121, 18, 20, 5, 10
2023/2/6, 217, 125, 11, 22, 3, 11
2023/2/7, 221, 121, 20, 18, 3, 10
2023/2/8, 218, 95, 25, 15, 4, 9
2023/2/9, 188, 75, 21, 16, 3, 9
2023/2/10, 169, 90, 18, 19, 4, 10
2023/2/11, 180, 66, 14, 13, 3, 9
2023/2/12, 153, 30, 17, 11, 3, 7
2023/2/13, 76, 31, 24, 14, 3, 7
2023/2/14, 82, 54, 20, 19, 5, 7
2023/2/15, 125, 54, 20, 17, 3, 8
2023/2/16, 135, 73, 26, 20, 4, 9
2023/2/17, 160, 76, 30, 17, 4, 9
2023/2/18, 164, 66, 27, 22, 6, 9
2023/2/19, 147, 78, 20, 19, 4, 8
2023/2/20, 164, 78, 14, 19, 4, 7
2023/2/21, 164, 35, 14, 14, 3, 6
2023/2/22, 92, 34, 17, 16, 3, 5
2023/2/23, 89, 43, 26, 16, 4, 6
2023/2/24, 103, 48, 32, 22, 7, 6
2023/2/25, 107, 64, 45, 25, 8, 7
2023/2/26, 135, 83, 54, 23, 7, 7
2023/2/27, 165, 80, 37, 22, 6, 7
2023/2/28, 165, 69, 33, 19, 5, 6
2023/3/1, 151, 76, 22, 21, 5, 6
2023/3/2, 157, 58, 43, 15, 5, 5
2023/3/3, 135, 71, 35, 26, 9, 7
2023/3/4, 152, 62, 41, 23, 7, 7
2023/3/5, 146, 75, 48, 24, 11, 7
2023/3/6, 160, 89, 44, 22, 8, 8
2023/3/7, 180, 65, 57, 19, 8, 7
2023/3/8, 150, 62, 42, 27, 9, 7
2023/3/9, 144, 57, 49, 17, 5, 6
2023/3/10, 130, 66, 62, 24, 5, 6
2023/3/11, 141, 39, 31, 8, 4, 2
2023/3/12, 63, 24, 36, 11, 5, 3
2023/3/13, 56, 49, 47, 22, 5, 4
2023/3/14, 95, 68, 46, 22, 7, 5
2023/3/15, 144, 77, 38, 19, 6, 5
2023/3/16, 160, 60, 41, 17, 4, 4
2023/3/17, 137, 45, 34, 13, 3, 4
2023/3/18, 106, 55, 38, 18, 5, 5
2023/3/19, 136, 60, 39, 18, 6, 5
2023/3/20, 132, 71, 53, 20, 5, 7
2023/3/21, 154, 76, 47, 20, 5, 7
2023/3/22, 160, 34, 25, 9, 3, 4
2023/3/23, 76, 19, 38, 9, 4, 4
2023/3/24, 52, 32, 28, 13, 4, 5
2023/3/25, 80, 55, 11, 18, 6, 6
2023/3/26, 131, 26, 30, 11, 4, 4
2023/3/27, 73, 44, 22, 17, 6, 5
2023/3/28, 96, 37, 43, 13, 4, 4
2023/3/29, 91, 49, 52, 18, 8, 6
2023/3/30, 111, 64, 35, 22, 5, 6
2023/3/31, 144, 57, 54, 22, 6, 6
2022/10/1, 134, 58, 65, 10, 5, 5
2022/10/2, 134, 63, 55, 12, 6, 6
2022/10/3, 145, 18, 24, 8, 3, 3
2022/10/4, 44, 27, 21, 11, 4, 4
2022/10/5, 61, 19, 14, 9, 3, 4
2022/10/6, 48, 24, 18, 10, 4, 4
2022/10/7, 53, 36, 14, 14, 4, 5
2022/10/8, 77, 27, 21, 11, 3, 4
2022/10/9, 63, 35, 30, 13, 4, 3
2022/10/10, 64, 51, 25, 15, 5, 4
2022/10/11, 95, 59, 26, 15, 4, 4
2022/10/12, 110, 64, 23, 17, 5, 5
2022/10/13, 137, 58, 30, 18, 4, 5
2022/10/14, 126, 62, 35, 21, 6, 5
2022/10/15, 125, 56, 44, 21, 5, 6
2022/10/16, 109, 61, 57, 22, 6, 5
2022/10/17, 109, 67, 61, 24, 6, 6
2022/10/18, 134, 68, 67, 21, 6, 6
2022/10/19, 139, 74, 74, 22, 6, 7
2022/10/20, 152, 81, 82, 33, 5, 8
2022/10/21, 158, 76, 80, 32, 6, 7
2022/10/22, 153, 90, 38, 31, 7, 7
2022/10/23, 167, 141, 27, 26, 11, 10
2022/10/24, 246, 88, 30, 15, 6, 9
2022/10/25, 183, 55, 35, 14, 3, 7
2022/10/26, 138, 65, 27, 21, 4, 7
2022/10/27, 155, 64, 17, 17, 3, 7
2022/10/28, 156, 47, 11, 14, 3, 5
2022/10/29, 114, 34, 24, 13, 4, 5
2022/10/30, 85, 49, 28, 18, 4, 7
2022/10/31, 105, 44, 36, 18, 4, 6
2022/11/1, 95, 64, 51, 18, 7, 6
2022/11/2, 139, 56, 40, 10, 4, 5
2022/11/3, 133, 30, 23, 11, 3, 4
2022/11/4, 76, 39, 18, 17, 4, 5
2022/11/5, 91, 57, 27, 20, 5, 6
2022/11/6, 131, 68, 22, 15, 4, 6
2022/11/7, 160, 69, 29, 16, 5, 7
2022/11/8, 159, 76, 22, 16, 4, 8
2022/11/9, 166, 76, 23, 14, 3, 8
2022/11/10, 167, 76, 33, 17, 5, 9
2022/11/11, 165, 40, 27, 13, 3, 5
2022/11/12, 90, 37, 22, 15, 5, 3
2022/11/13, 65, 59, 34, 18, 7, 4
2022/11/14, 114, 68, 39, 17, 6, 5
2022/11/15, 143, 54, 35, 17, 4, 4
2022/11/16, 120, 73, 33, 24, 7, 6
2022/11/17, 153, 64, 33, 19, 5, 6
2022/11/18, 145, 72, 42, 20, 6, 6
2022/11/19, 158, 76, 46, 20, 6, 6
2022/11/20, 163, 58, 37, 15, 5, 6
2022/11/21, 139, 62, 33, 16, 5, 5
2022/11/22, 144, 70, 22, 17, 5, 7
2022/11/23, 155, 76, 29, 17, 6, 7
2022/11/24, 165, 86, 38, 16, 5, 7
2022/11/25, 178, 79, 30, 17, 5, 7
2022/11/26, 171, 91, 28, 16, 5, 8
2022/11/27, 183, 71, 41, 18, 5, 8
2022/11/28, 159, 59, 16, 13, 5, 5
2022/11/29, 125, 28, 13, 9, 3, 3
2022/11/30, 59, 22, 10, 10, 3, 3
2022/12/1, 59, 50, 10, 14, 4, 5
2022/12/2, 109, 59, 8, 14, 4, 5
2022/12/3, 136, 71, 7, 16, 5, 5
2022/12/4, 155, 65, 26, 14, 5, 6
2022/12/5, 151, 59, 13, 13, 4, 5
2022/12/6, 150, 67, 13, 16, 4, 6
2022/12/7, 158, 79, 19, 18, 5, 6
2022/12/8, 171, 89, 14, 18, 5, 7
2022/12/9, 179, 82, 13, 16, 6, 7
2022/12/10, 174, 74, 20, 15, 4, 7
2022/12/11, 166, 58, 17, 15, 3, 6
2022/12/12, 146, 66, 16, 16, 3, 5
2022/12/13, 149, 61, 20, 15, 3, 5
2022/12/14, 114, 70, 7, 17, 4, 6
